@relation x_features.txt_x_features_simvec.txt-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Standardize_yval_time.txt

@attribute triple numeric
@attribute bgp numeric
@attribute join numeric
@attribute leftjoin numeric
@attribute union numeric
@attribute filter numeric
@attribute extend numeric
@attribute minus numeric
@attribute order numeric
@attribute project numeric
@attribute distinct numeric
@attribute group numeric
@attribute slice numeric
@attribute treesize numeric
@attribute pcs0 numeric
@attribute pcs1 numeric
@attribute pcs2 numeric
@attribute pcs3 numeric
@attribute pcs4 numeric
@attribute pcs5 numeric
@attribute pcs6 numeric
@attribute pcs7 numeric
@attribute pcs8 numeric
@attribute pcs9 numeric
@attribute ex_time numeric

@data
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.147638,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,0.634045,0.293436,0.295708,0.401243,0.400338,-0.229024,-0.160478,2.395579,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-1.217132,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
0.152721,0.32304,-0.05902,0.455637,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,0.446374,-0.781873,-1.298282,1.979081,-1.25912,0.295708,-1.304201,-1.304771,-1.279361,-0.147638,-1.328412,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,16
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.147638,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,15
0.152721,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,0.446374,-1.232485,-1.298282,0.634045,-0.676911,0.295708,-1.304201,-1.304771,-1.279361,-0.147638,-1.328412,12
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,2.23413,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.172562,0.326696,11
0.607848,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,5.737221,-0.369223,-0.028876,-0.199444,0.446374,-2.033574,-2.426254,-1.607683,-2.294157,-0.119278,-2.441164,-2.441511,-1.979587,-0.133971,-2.431816,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,13
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,1.000876,-1.747471,-2.023407,-0.710992,-1.924501,0.87669,-2.035106,-2.035532,-1.541946,-0.08711,-2.037743,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,3.900255,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,2.661013,1.000876,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,3.900255,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,2.661013,1.000876,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,15
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,-0.108128,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,15
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,2.23413,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.555378,-1.747471,-2.023407,-0.172977,-1.924501,6.105523,-2.035106,-2.035532,-1.729506,-0.133971,-1.742188,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.172562,0.326696,11
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,2.23413,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.147638,0.326696,11
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.555378,-1.747471,-2.023407,-0.172977,-1.924501,6.105523,-2.035106,-2.035532,-1.729506,-0.133971,-1.742188,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,0.446374,-0.030853,0.393676,-0.172977,0.293436,-0.119278,2.533048,0.400338,-0.229024,-0.160478,0.326696,15
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
0.152721,0.32304,-0.05902,1.168497,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,0.446374,-1.232485,-1.298282,0.634045,-1.25912,0.295708,-1.304201,-1.304771,-1.279361,-0.119392,-1.328412,11
0.152721,0.32304,10.564568,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.000876,-1.232485,-1.298282,0.634045,-1.25912,0.87669,-1.304201,-1.304771,-1.279361,-0.147638,-1.328412,30
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,1.000876,-1.747471,-2.023407,-0.710992,-1.924501,0.87669,-2.035106,-2.035532,-1.541946,-0.08711,-2.037743,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,13
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,0.634045,0.293436,0.295708,0.401243,0.400338,-0.229024,-0.160478,2.395579,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,13
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,3.900255,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,2.661013,1.000876,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,14
0.152721,0.32304,-0.05902,0.455637,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,0.446374,-0.781873,-1.298282,1.979081,-1.25912,0.295708,-1.304201,-1.304771,-1.279361,-0.147638,-1.328412,11
2.428357,2.701253,10.564568,1.881357,1.66971,0.900228,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,2.10988,-2.215639,-2.682611,-1.787021,-2.529392,-0.672594,-2.699564,-2.699861,-2.138729,-0.08711,-2.68259,217
0.607848,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,5.737221,-0.369223,-0.028876,-0.199444,0.446374,-2.033574,-2.426254,-1.607683,-2.294157,-0.119278,-2.441164,-2.441511,-1.979587,-0.133971,-2.431816,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-1.217132,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,18
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,21
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,15
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.555378,-1.747471,-2.023407,-0.172977,-1.924501,6.105523,-2.035106,-2.035532,-1.729506,-0.133971,-1.742188,11
1.062975,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,-0.108128,-2.033574,-2.426254,-1.38351,-2.294157,0.87669,-2.441164,-2.441511,-1.979587,-0.147638,-2.431816,54
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,3.900255,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,2.661013,1.000876,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,14
0.152721,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,3.900255,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,2.661013,1.000876,-0.781873,-1.298282,4.669155,-1.25912,0.87669,-1.304201,-1.304771,-1.279361,-0.147638,-0.707746,16
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,2.23413,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
0.607848,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,0.658693,0.446374,-1.747471,-2.023407,-0.710992,-1.647259,0.87669,-2.035106,-2.035532,-1.729506,-0.133971,-2.037743,32
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,0.446374,-0.030853,2.508623,-0.172977,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.172562,0.326696,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
1.518102,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,-0.108128,-2.391202,-2.929813,-2.159493,-2.756227,-1.024704,-2.878457,-2.948984,-2.292187,-0.147638,-2.924408,84
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.188003,-0.108128,-0.030853,0.393676,0.634045,0.293436,0.295708,0.401243,0.400338,-0.229024,-0.160478,2.395579,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,-0.172977,2.23413,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,15
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,17
5.159121,5.079465,-0.05902,4.732799,3.609981,0.900228,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,4.327889,-2.761836,-3.462993,-2.896677,-3.235099,-2.064529,-3.474766,-3.47491,-2.623176,6.20781,-3.434912,14
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.555378,-1.747471,-2.023407,-0.172977,-1.924501,6.105523,-2.035106,-2.035532,-1.729506,-0.133971,-1.742188,15
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,13
5.159121,5.079465,-0.05902,4.732799,3.609981,0.900228,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,4.327889,-2.761836,-3.462993,-2.896677,-3.235099,-2.064529,-3.474766,-3.47491,-2.623176,6.20781,-3.434912,18
5.159121,5.079465,-0.05902,4.732799,3.609981,0.900228,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,4.327889,-2.761836,-3.462993,-2.896677,-3.235099,-2.064529,-3.474766,-3.47491,-2.623176,6.20781,-3.434912,20
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,17
0.607848,0.917593,-0.05902,1.881357,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,2.707637,-0.028876,-0.199444,1.555378,-1.747471,-2.023407,-0.172977,-1.924501,6.105523,-2.035106,-2.035532,-1.729506,-0.133971,-1.742188,11
0.152721,0.32304,-0.05902,-0.257224,1.66971,-0.997208,-0.256322,-0.016667,-0.074733,-2.493649,-0.369223,-0.028876,-0.199444,-0.66263,-0.030853,0.393676,0.634045,0.293436,0.295708,0.401243,0.400338,-0.229024,-0.160478,2.395579,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,11
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,-0.997208,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.66263,1.471187,0.393676,0.634045,0.293436,-0.119278,0.401243,0.400338,-0.229024,-0.160478,0.326696,11
1.062975,0.917593,-0.05902,1.168497,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,1.000876,-2.033574,-2.426254,-1.38351,-2.132432,-0.119278,-2.441164,-2.441511,-1.979587,-0.133971,-2.431816,12
-0.302407,-0.271513,-0.05902,-0.257224,-0.27056,0.900228,-0.256322,-0.016667,-0.074733,0.249975,-0.369223,-0.028876,-0.199444,-0.108128,-0.030853,0.393676,-0.172977,0.293436,-0.119278,0.401243,0.400338,1.083898,-0.172562,0.326696,14
